# Emad Gianluca Corrado
# Nickname
# Dataset name
# Date: 27 Jan 2024
id,target_x,target_y,target_z
48,[-0.04616892337799072, -0.18832969665527344, 4.220308303833008]
49,[3.62825608253479, 0.2534569501876831, -3.4540698528289795]
50,[-0.4279288053512573, -70.62359619140625, 16.491212844848633]
51,[-79.06011962890625, 1.6225690841674805, 31.520633697509766]
52,[-40.786380767822266, -19.336223602294922, 15.392772674560547]
53,[-44.58434295654297, -11.924906730651855, 14.750720977783203]
54,[-78.40164184570312, 3.099289894104004, 31.301687240600586]
55,[-3.709684371948242, -1.3558874130249023, 9.392492294311523]
56,[1.0423212051391602, -1.406352162361145, -1.414002776145935]
57,[10.611557006835938, -44.973121643066406, -3.403345823287964]
58,[8.706011772155762, -13.623915672302246, -4.298559665679932]
59,[-19.452640533447266, -34.290985107421875, -7.571465015411377]
60,[-53.90888214111328, 8.878568649291992, 22.17020034790039]
61,[-33.894317626953125, -54.68132781982422, 17.029067993164062]
62,[-10.411185264587402, -27.90545654296875, 0.19247573614120483]
63,[4.546570777893066, -50.558494567871094, 5.488776683807373]
64,[7.517416954040527, -5.639641284942627, -4.965855598449707]
65,[-34.67348861694336, -16.40130043029785, 11.803750991821289]
66,[-31.588594436645508, -19.76560401916504, 11.843219757080078]
67,[-22.959922790527344, -35.84280014038086, -6.866213321685791]
68,[-46.16921615600586, -19.269302368164062, 16.22718620300293]
69,[9.065384864807129, -12.986289024353027, -5.068909645080566]
70,[-38.1359748840332, 2.4123477935791016, 25.563655853271484]
71,[-75.36510467529297, 3.89591646194458, 32.36409378051758]
72,[5.507043838500977, -36.242000579833984, 3.0036978721618652]
73,[-9.05593490600586, -29.526817321777344, -19.10246467590332]
74,[-7.2504730224609375, -4.347480297088623, 12.651796340942383]
75,[3.497257947921753, -5.718733310699463, -3.3180813789367676]
76,[-78.49961853027344, 4.290896415710449, 32.176937103271484]
77,[3.849756956100464, -34.21681594848633, 8.845919609069824]
78,[-28.0488338470459, -18.58095932006836, 11.080667495727539]
79,[5.643863677978516, -34.953426361083984, 0.4275493025779724]
80,[11.004498481750488, -37.76777267456055, -7.852845668792725]
81,[-78.16658020019531, 3.180835485458374, 32.175289154052734]
82,[-55.992801666259766, -5.472293853759766, 22.560789108276367]
83,[6.298317909240723, -15.579211235046387, -3.363266944885254]
84,[5.571937561035156, -9.021040916442871, -4.1626057624816895]
85,[1.7963366508483887, -17.696258544921875, 2.5100278854370117]
86,[-78.76756286621094, 2.6511240005493164, 32.536319732666016]
87,[-34.51288986206055, -16.455272674560547, 13.800711631774902]
88,[4.86517333984375, -8.135873794555664, -4.835507869720459]
89,[3.4073760509490967, -34.883384704589844, 6.036438941955566]
90,[-25.249217987060547, -18.62127113342285, 7.74916934967041]
91,[-20.90597152709961, -5.329519271850586, 17.595016479492188]
92,[-17.385955810546875, -32.881099700927734, -12.332467079162598]
93,[-62.94169616699219, -2.8683972358703613, 25.875585556030273]
94,[-73.34266662597656, 8.322985649108887, 32.022789001464844]
95,[-31.698307037353516, -2.4152650833129883, 20.75927734375]
96,[-6.231894493103027, -10.40573501586914, 8.428580284118652]
97,[-25.963520050048828, -29.3492488861084, -0.9006271362304688]
98,[11.818166732788086, -33.31563186645508, -7.312137603759766]
99,[-79.96122741699219, 2.7213664054870605, 31.80694007873535]
100,[-29.277965545654297, -29.529722213745117, 6.8743791580200195]
101,[1.448373556137085, -24.358877182006836, 13.084905624389648]
102,[11.65091323852539, -37.12556076049805, -9.542059898376465]
103,[3.526350736618042, -28.652891159057617, -0.604257345199585]
104,[-38.83087921142578, -29.547290802001953, 8.239374160766602]
105,[-25.33171272277832, -25.315879821777344, 0.05831265449523926]
106,[6.142952919006348, -27.408607482910156, -24.62668800354004]
107,[9.742631912231445, -17.326282501220703, -6.475287437438965]
108,[-67.79821014404297, -12.296098709106445, 24.130102157592773]
109,[-77.45567321777344, 5.611957550048828, 31.976348876953125]
110,[-7.313349723815918, -6.514593601226807, -2.1332883834838867]
111,[-78.81755065917969, 3.0048770904541016, 32.755592346191406]
112,[10.732551574707031, -37.72992706298828, -7.1446309089660645]
113,[4.574030876159668, -23.733474731445312, -2.3170835971832275]
114,[-78.730224609375, 5.413206577301025, 31.954511642456055]
115,[3.999985933303833, -14.590888023376465, -4.882251262664795]
116,[-57.061439514160156, -3.404033660888672, 24.701242446899414]
117,[-3.324643135070801, -10.870645523071289, -2.7262825965881348]
118,[9.784812927246094, -33.70351028442383, -5.4283342361450195]
119,[-32.1407585144043, -13.349885940551758, 13.822549819946289]
120,[12.098005294799805, -29.476459503173828, -7.70374059677124]
121,[-75.43016052246094, 3.8149282932281494, 33.33651351928711]
122,[-14.322620391845703, -24.12238311767578, -13.229473114013672]
123,[-9.195219039916992, -10.903749465942383, 2.841421604156494]
124,[-79.38159942626953, 3.218865394592285, 32.42201614379883]
125,[-25.164325714111328, -20.463586807250977, 1.6638481616973877]
126,[-25.452651977539062, -21.20935821533203, 6.707409381866455]
127,[-10.529916763305664, -10.784337997436523, 3.380392074584961]
128,[10.058083534240723, -31.57958221435547, -6.0477705001831055]
129,[-11.184053421020508, -18.757966995239258, 1.8396897315979004]
130,[12.374412536621094, -27.9554500579834, -8.077919960021973]
131,[6.251038551330566, -41.2113037109375, -3.7616868019104004]
132,[-71.01482391357422, 3.8915300369262695, 34.70866012573242]
133,[2.3836138248443604, -27.118072509765625, -1.097984790802002]
134,[-6.4090423583984375, -29.94268226623535, 8.815408706665039]
135,[-27.971782684326172, -9.8897705078125, 12.042336463928223]
136,[-0.047512054443359375, -34.160675048828125, 4.555822849273682]
137,[-63.56412124633789, 2.5708298683166504, 33.16215515136719]
138,[-74.32833862304688, 5.503526210784912, 33.57699966430664]
139,[-74.72845458984375, 6.65135383605957, 33.6983528137207]
140,[-36.88791275024414, -17.32990837097168, 14.40024471282959]
141,[-66.90459442138672, 9.134024620056152, 33.74277114868164]
142,[5.911959648132324, -24.37782096862793, -4.303006649017334]
143,[11.375444412231445, -38.29745101928711, -9.669049263000488]
144,[-77.38692474365234, -0.2608112096786499, 30.076045989990234]
145,[-8.673229217529297, -15.8848876953125, 0.03857243061065674]
146,[-57.24223709106445, -0.8830989599227905, 25.735679626464844]
147,[9.835004806518555, -25.62453842163086, -6.874772548675537]
148,[-44.37380599975586, -7.763294696807861, 26.627220153808594]
149,[-73.68275451660156, 7.016657829284668, 34.19967269897461]
150,[-72.90227508544922, 5.872333526611328, 35.118064880371094]
151,[-74.17559051513672, -2.89249849319458, 29.282712936401367]
152,[3.34968638420105, -38.56082534790039, -0.5207251310348511]
153,[-0.8394646048545837, -36.53571319580078, 2.680271863937378]
154,[6.082984924316406, -24.43903160095215, -5.921491622924805]
155,[-28.54611587524414, -15.875741958618164, 11.46285629272461]
156,[-10.165460586547852, -49.36173629760742, 3.4370579719543457]
157,[3.925417423248291, -25.93939208984375, -4.239720344543457]
158,[4.177086353302002, -33.42958068847656, -2.4407787322998047]
159,[4.590289115905762, -24.472333908081055, -5.7118377685546875]
160,[-53.2171745300293, 3.9428319931030273, 26.293977737426758]
161,[-31.460969924926758, -13.695439338684082, 9.460217475891113]
162,[-23.097501754760742, -9.295357704162598, 11.276692390441895]
163,[11.664114952087402, -31.83914566040039, -8.079662322998047]
164,[-34.683719635009766, -17.795852661132812, 20.72369384765625]
165,[-41.777610778808594, -11.28114128112793, 15.690808296203613]
166,[-28.93760108947754, -14.602011680603027, 11.038969993591309]
167,[-74.72333526611328, 6.229131698608398, 34.73728942871094]
168,[-75.70095825195312, 6.093015193939209, 34.281742095947266]
169,[-76.76531982421875, 6.172075271606445, 33.72032165527344]
170,[-52.58718490600586, -8.642694473266602, 21.2141170501709]
171,[-63.3573112487793, -3.5116684436798096, 32.515380859375]
172,[-69.54808044433594, 5.740811824798584, 34.11348342895508]
173,[-22.678550720214844, -10.696447372436523, 7.1744585037231445]
174,[-35.06964111328125, -6.904799461364746, 16.569103240966797]
175,[-25.223796844482422, -4.89539909362793, 10.372356414794922]
176,[0.9403594732284546, -26.264007568359375, -4.583606719970703]
177,[-47.10387420654297, 0.2147153615951538, 23.42491340637207]
178,[-3.581981658935547, -45.64585494995117, -0.0563359260559082]
179,[11.909563064575195, -36.01249313354492, -8.953227996826172]
180,[-29.631608963012695, -5.735074996948242, 14.024153709411621]
181,[-24.642637252807617, -14.31946086883545, 2.648308753967285]
182,[-3.618725299835205, -17.10746955871582, -25.49137306213379]
183,[-69.77831268310547, -3.048041343688965, 28.046340942382812]
184,[-5.806390285491943, -20.3251953125, -4.171004772186279]
185,[-28.74759292602539, -6.501091957092285, 13.255852699279785]
186,[-12.797927856445312, -7.657141208648682, 3.2118821144104004]
187,[-35.09730911254883, -1.6702284812927246, 16.182401657104492]
188,[-28.15758514404297, -8.132603645324707, 8.53367805480957]
189,[-25.056001663208008, -6.616878509521484, 12.257270812988281]
190,[-65.60486602783203, -4.1478962898254395, 26.36957550048828]
191,[-20.76862907409668, -13.113027572631836, -2.559065580368042]
192,[-20.32233238220215, -13.122214317321777, -4.72597074508667]
193,[-30.65703010559082, -5.755674362182617, 14.06346607208252]
194,[-76.52920532226562, 3.471726417541504, 31.316781997680664]
195,[-24.736997604370117, -12.607645988464355, 3.1731395721435547]
196,[13.477594375610352, -35.173500061035156, -11.858284950256348]
197,[12.377059936523438, -36.13201904296875, -9.834752082824707]
198,[-70.43814086914062, 7.164641857147217, 34.786163330078125]
199,[10.514327049255371, -35.94446563720703, -7.769564628601074]
200,[-6.28603458404541, -36.20429992675781, -0.13357698917388916]
201,[-19.042240142822266, -10.643458366394043, -1.622025489807129]
202,[1.0119644403457642, -42.27566909790039, -1.6616398096084595]
203,[-73.137939453125, 7.768942832946777, 34.8720703125]
204,[-5.820440769195557, -20.20278549194336, -5.24151611328125]
205,[-24.968149185180664, -11.106001853942871, 3.843855142593384]
206,[-5.266198635101318, -40.448482513427734, -0.01872086524963379]
207,[-45.38361358642578, 5.437498569488525, 23.528366088867188]
208,[-34.93558120727539, -14.824506759643555, 10.204800605773926]
209,[-6.9967546463012695, -19.38666534423828, -5.002106666564941]
210,[-70.88723754882812, 8.019721031188965, 35.00251388549805]
211,[-12.467926979064941, -10.315336227416992, -16.831560134887695]
212,[-24.41408920288086, -7.520068168640137, 4.552664756774902]
213,[13.673189163208008, -34.88344192504883, -10.753792762756348]
214,[-20.707599639892578, -1.35155189037323, 9.364066123962402]
215,[10.970244407653809, -37.007904052734375, -8.591486930847168]
216,[-23.559741973876953, -7.099477767944336, 3.976351737976074]
217,[-28.087871551513672, -0.5134084820747375, 13.247325897216797]
218,[-46.26337814331055, -15.243051528930664, 17.203506469726562]
219,[5.047175407409668, -41.49970626831055, -6.214303016662598]
220,[5.472419738769531, -29.906490325927734, -18.729211807250977]
221,[8.333700180053711, -40.227935791015625, -6.7863359451293945]
222,[7.6032915115356445, -36.24488067626953, -7.799851894378662]
223,[-74.78446960449219, 3.040219783782959, 31.265060424804688]
224,[-29.372346878051758, -1.7757208347320557, 14.378194808959961]
225,[-74.91534423828125, 3.376969575881958, 31.401840209960938]
226,[-73.78931427001953, 6.789909362792969, 35.49129104614258]
227,[-28.03740119934082, -23.470775604248047, 5.141406536102295]
228,[-15.933762550354004, -40.18395233154297, -6.756225109100342]
229,[13.49498176574707, -35.6417350769043, -10.794517517089844]
230,[-77.860595703125, 4.1559600830078125, 31.935606002807617]
231,[1.6620686054229736, -37.06758499145508, -5.493675708770752]
232,[-18.26451873779297, -25.670486450195312, 0.4734932780265808]
233,[11.823781967163086, -36.45292663574219, -10.376751899719238]
234,[-31.13821029663086, -4.1220879554748535, 11.527034759521484]
235,[-58.961402893066406, -2.5402932167053223, 24.682405471801758]
236,[-72.0754165649414, 9.11083698272705, 35.151123046875]
237,[-28.645986557006836, -0.2014634609222412, 13.932372093200684]
238,[-7.916702747344971, -38.60296630859375, -2.044890880584717]
239,[12.119787216186523, -36.78922653198242, -10.759809494018555]
240,[0.16829228401184082, -34.930294036865234, -15.489940643310547]
241,[-72.17396545410156, 7.977118492126465, 36.07810974121094]
242,[4.014822959899902, -34.841796875, -7.846357345581055]
243,[-30.86116600036621, 4.906189441680908, 16.441585540771484]
244,[12.818045616149902, -37.32033920288086, -11.781942367553711]
245,[-74.86317443847656, 8.039164543151855, 34.752254486083984]
246,[-27.694995880126953, 1.8993126153945923, 13.546208381652832]
247,[-24.98834228515625, -7.746574878692627, 3.376143455505371]
248,[-73.50858306884766, 2.6358113288879395, 31.085674285888672]
249,[-76.3426284790039, 3.8274285793304443, 31.841503143310547]
250,[-29.4197940826416, -14.325281143188477, -0.470289945602417]
251,[-2.244424819946289, -36.46934509277344, -5.138006687164307]
252,[-4.507076263427734, -26.998476028442383, -6.181038856506348]
253,[-19.070398330688477, -20.595361709594727, -19.854679107666016]
254,[-25.02127456665039, -6.873635768890381, 3.7241859436035156]
255,[-23.282682418823242, -3.2869279384613037, 4.289491653442383]
256,[-24.07318115234375, -2.7416789531707764, 6.41094970703125]
257,[-28.2572021484375, 3.0733726024627686, 14.177535057067871]
258,[-5.562702655792236, -39.73235321044922, -4.855788230895996]
259,[-34.914642333984375, -21.205585479736328, -10.816276550292969]
260,[-24.948837280273438, -5.5587077140808105, 4.281886100769043]
261,[-45.011863708496094, -28.277002334594727, 4.1080322265625]
262,[-22.638408660888672, -0.9706581830978394, 5.493281364440918]
263,[-25.901962280273438, -25.500572204589844, -15.747594833374023]
264,[8.665664672851562, -37.62522506713867, -10.330687522888184]
265,[-0.262768030166626, -39.7949333190918, -11.601113319396973]
266,[-35.13728332519531, -21.35003089904785, -12.340600967407227]
267,[-28.261249542236328, 8.500186920166016, 15.302804946899414]
268,[-1.5289816856384277, -30.95555305480957, -7.22755241394043]
269,[-43.743064880371094, -3.1094741821289062, 19.081653594970703]
270,[6.994325637817383, -39.44508743286133, -10.515761375427246]
271,[-20.93050765991211, 0.7232248783111572, 3.805873394012451]
272,[-32.85453414916992, -17.971290588378906, -7.772440433502197]
273,[-47.7591552734375, -2.8444647789001465, 21.460830688476562]
274,[-61.961124420166016, 0.7837561368942261, 26.20010757446289]
275,[2.9274628162384033, -38.58858871459961, -8.91472053527832]
276,[-51.08851623535156, -23.802139282226562, 11.452394485473633]
277,[-8.866456985473633, -2.355163097381592, -16.9422664642334]
278,[-24.560300827026367, 1.0371509790420532, 9.060699462890625]
279,[-25.458574295043945, 0.3300209045410156, 10.048784255981445]
280,[-20.367887496948242, 1.9685953855514526, 3.2176742553710938]
281,[-5.415833473205566, -5.22723388671875, -25.174442291259766]
282,[-11.010907173156738, -33.90383529663086, -3.055882453918457]
283,[-41.944400787353516, -1.975066065788269, 19.037534713745117]
284,[-71.33000946044922, 2.806029796600342, 30.449886322021484]
285,[11.6751708984375, -37.78193664550781, -12.54536247253418]
286,[-72.24763488769531, 3.1790213584899902, 31.10076141357422]
287,[-41.83602523803711, -1.6492984294891357, 19.107234954833984]
288,[-75.65576934814453, 3.0808486938476562, 32.02268600463867]
289,[-37.14152908325195, -22.189298629760742, -13.763657569885254]
290,[3.1139488220214844, -1.7007076740264893, -26.088666915893555]
291,[-28.763078689575195, 5.983273506164551, 10.953590393066406]
292,[4.654281139373779, -38.58888244628906, -13.935352325439453]
293,[-71.5586166381836, 3.3070027828216553, 30.799684524536133]
294,[-21.556703567504883, 2.1279826164245605, 3.986483097076416]
295,[11.160990715026855, -38.534507751464844, -14.257524490356445]
296,[1.9214574098587036, -38.615821838378906, -12.237672805786133]
297,[-25.024513244628906, -6.618361473083496, -0.7723104953765869]
298,[-59.66196823120117, 2.086923122406006, 25.95543670654297]
299,[-30.199604034423828, -3.5759775638580322, 9.71563720703125]
300,[-29.411418914794922, -29.17848777770996, -12.562551498413086]
301,[-14.488224029541016, -32.817596435546875, -13.556647300720215]
302,[-11.935338020324707, 12.698898315429688, 6.371727466583252]
303,[-32.2959098815918, -25.09368133544922, -14.277790069580078]
304,[4.4143266677856445, -36.60563659667969, -10.254240036010742]
305,[-26.381933212280273, 9.971863746643066, 14.20410442352295]
306,[-1.1638853549957275, -37.111942291259766, -7.619468688964844]
307,[-20.044574737548828, 0.5247595310211182, -0.8682881593704224]
308,[-32.60336685180664, -16.023193359375, -8.226886749267578]
309,[-71.71946716308594, 10.004325866699219, 36.10463333129883]
310,[-29.83730125427246, 12.381043434143066, 16.292774200439453]
311,[-28.695558547973633, 12.80428695678711, 15.833070755004883]
312,[-22.689348220825195, -30.037813186645508, -13.355500221252441]
313,[-18.674068450927734, -28.783767700195312, -15.775063514709473]
314,[-24.87066650390625, 0.18293678760528564, 5.936594486236572]
315,[-21.85181427001953, 5.365525245666504, 7.568811416625977]
316,[13.619413375854492, -38.18914794921875, -15.339766502380371]
317,[-21.381921768188477, 4.999947547912598, 6.321929931640625]
318,[-27.297086715698242, 13.371444702148438, 15.178604125976562]
319,[-28.644193649291992, -16.488601684570312, -18.527812957763672]
320,[-64.51023864746094, 14.65151309967041, 32.95122146606445]
321,[-19.60032081604004, -28.066036224365234, -15.975954055786133]
322,[-36.81421661376953, -19.583572387695312, -13.202336311340332]
323,[-24.472911834716797, 6.3113322257995605, 9.630315780639648]
324,[-71.06019592285156, 4.576251029968262, 31.184362411499023]
325,[-46.270423889160156, -24.64278221130371, -4.847288131713867]
326,[14.310073852539062, -36.918766021728516, -16.994197845458984]
327,[14.905509948730469, -31.111804962158203, -20.517223358154297]
328,[-26.904966354370117, 14.540328025817871, 15.127625465393066]
329,[-31.880146026611328, 20.35548210144043, 21.433618545532227]
330,[-26.963346481323242, 11.486628532409668, 11.60864543914795]
331,[-72.04976654052734, 2.677534580230713, 31.562917709350586]
332,[0.287746787071228, 4.103615760803223, -22.241344451904297]
333,[-76.10028076171875, -10.609918594360352, 23.12914276123047]
334,[-11.74705982208252, 17.977333068847656, 8.082388877868652]
335,[-24.51970863342285, 0.8534426689147949, 5.160706996917725]
336,[-29.28498077392578, 0.14587533473968506, 10.029668807983398]
337,[-26.299747467041016, 7.5699005126953125, 11.194293022155762]
338,[11.028547286987305, -34.59304428100586, -18.33414649963379]
339,[-41.780174255371094, -25.7626953125, -9.29251480102539]
340,[-54.453651428222656, -21.26799201965332, -3.839552879333496]
341,[-29.53763771057129, -17.461681365966797, -18.100770950317383]
342,[-38.1040153503418, 4.413696765899658, 18.61800193786621]
343,[-59.39714431762695, -5.375226020812988, 35.096412658691406]
344,[-34.7507209777832, 24.210651397705078, 23.122495651245117]
345,[-19.481914520263672, -21.205202102661133, -19.196683883666992]
346,[-28.147645950317383, -5.220562934875488, -0.1483546495437622]
347,[5.666191101074219, -36.92913055419922, -15.26496696472168]
348,[-37.14546585083008, -23.144363403320312, -13.5560302734375]
349,[-6.3002777099609375, 5.693277359008789, -17.125513076782227]
350,[-24.230966567993164, 6.26561975479126, 9.46497631072998]
351,[-72.4961929321289, 9.260160446166992, 36.45966720581055]
352,[-16.216617584228516, 11.929919242858887, 1.4845950603485107]
353,[-58.12507629394531, 5.726825714111328, 26.55196189880371]
354,[-74.2983169555664, 6.405325889587402, 33.763248443603516]
355,[-72.28340911865234, 9.845833778381348, 36.4659309387207]
356,[-39.84547805786133, 5.7467145919799805, 20.099918365478516]
357,[-13.758625030517578, -36.42011260986328, -6.883099555969238]
358,[0.35176563262939453, -5.930166721343994, -28.744443893432617]
359,[-10.202410697937012, -38.49118423461914, -5.563167572021484]
360,[-29.910415649414062, -16.08833885192871, -18.296260833740234]
361,[-26.076038360595703, 23.090669631958008, 18.320858001708984]
362,[-8.653369903564453, -37.46050262451172, -9.226873397827148]
363,[-32.42255401611328, 9.284113883972168, 15.446504592895508]
364,[-73.88896179199219, -0.1579451560974121, 31.831867218017578]
365,[-46.55161666870117, 6.3097333908081055, 23.30197525024414]
366,[-30.728946685791016, 24.83362579345703, 21.753555297851562]
367,[-25.232315063476562, 5.826610565185547, 9.333222389221191]
368,[-20.658971786499023, 10.267593383789062, 7.079239368438721]
369,[6.546898365020752, -25.5001163482666, -22.338153839111328]
370,[-36.033294677734375, -17.109376907348633, -14.327378273010254]
371,[-68.33309936523438, 6.06745719909668, 30.487058639526367]
372,[-25.501646041870117, 14.265114784240723, 10.857768058776855]
373,[-21.412118911743164, -21.576263427734375, -18.46820068359375]
374,[2.9462475776672363, -30.051298141479492, -19.518884658813477]
375,[-26.987876892089844, -8.87612533569336, -10.131691932678223]
376,[-35.381351470947266, 9.531886100769043, 18.018632888793945]
377,[-31.526084899902344, 11.41175365447998, 15.34959888458252]
378,[-25.852514266967773, -6.014155864715576, -7.003439903259277]
379,[-39.172630310058594, 24.73766326904297, 25.3867130279541]
380,[-14.50992488861084, -34.02632522583008, -11.376641273498535]
381,[-24.152347564697266, 18.939804077148438, 14.320514678955078]
382,[-64.51660919189453, -19.1626033782959, 8.96374225616455]
383,[13.085822105407715, -28.415451049804688, -22.356468200683594]
384,[-22.225337982177734, -16.410564422607422, -20.185718536376953]
385,[-8.178403854370117, 9.553351402282715, -15.154815673828125]
386,[-32.20405578613281, 27.61617660522461, 22.59788703918457]
387,[-21.248361587524414, 1.9775590896606445, -3.5589780807495117]
388,[-24.585960388183594, 8.087227821350098, 9.509278297424316]
389,[-24.67498207092285, -17.58953285217285, -19.154035568237305]
390,[-23.762239456176758, 8.880517959594727, 8.812108993530273]
391,[2.7675249576568604, -23.82710075378418, -22.346670150756836]
392,[-33.53526306152344, -13.4432954788208, -9.255279541015625]
393,[-27.908775329589844, 14.696821212768555, 13.179220199584961]
394,[-16.97003746032715, 17.5268611907959, 6.322518825531006]
395,[-30.64453887939453, -13.581358909606934, -18.177566528320312]
396,[-31.359254837036133, -14.00704288482666, -17.95527458190918]
397,[-37.65398025512695, -23.250242233276367, -12.948325157165527]
398,[-72.0526123046875, 1.7560521364212036, 32.32773208618164]
399,[-12.550203323364258, 28.81472396850586, 12.055877685546875]
400,[-69.55460357666016, -17.55436134338379, 16.17945098876953]
401,[-37.684783935546875, -14.692018508911133, -7.154483795166016]
402,[-22.05252456665039, 15.19627857208252, 9.69404411315918]
403,[-22.704906463623047, 0.31370091438293457, -4.395766735076904]
404,[-16.773563385009766, 18.210641860961914, 6.130048751831055]
405,[11.719066619873047, -22.171194076538086, -25.27344512939453]
406,[-71.53641510009766, 1.8227440118789673, 32.179874420166016]
407,[-27.62594985961914, 15.028221130371094, 13.333763122558594]
408,[-28.883882522583008, -3.386467456817627, -1.2490655183792114]
409,[-27.609222412109375, 5.730878829956055, 9.735554695129395]
410,[-26.51680564880371, -5.351381301879883, -6.844094753265381]
411,[-3.772996187210083, -19.64586639404297, -22.6511287689209]
412,[-32.46517562866211, 14.938190460205078, 17.31171226501465]
413,[-31.203039169311523, -12.351069450378418, -17.079612731933594]
414,[-21.26904296875, 13.69707202911377, 8.969115257263184]
415,[-7.648636817932129, -7.1351542472839355, -26.05236053466797]
416,[-22.083051681518555, 21.79863929748535, 10.549379348754883]
417,[-27.8480167388916, 24.844526290893555, 17.494714736938477]
418,[-8.843952178955078, 12.742690086364746, -14.277871131896973]
419,[1.8620352745056152, 8.72907543182373, -26.308727264404297]
420,[-72.79586791992188, 9.944149017333984, 36.36522674560547]
421,[-59.007171630859375, 10.246904373168945, 28.20562744140625]
422,[-24.731760025024414, 28.37857437133789, 18.969236373901367]
423,[-47.98993682861328, -15.884605407714844, -1.0026097297668457]
424,[-6.285001277923584, -7.64126443862915, -26.149166107177734]
425,[-10.692758560180664, 14.065747261047363, -12.573619842529297]
426,[-59.34331130981445, 9.7860689163208, 28.24253273010254]
427,[-28.141054153442383, -11.543313980102539, -19.680150985717773]
428,[-16.42294692993164, 22.241188049316406, 7.315525531768799]
429,[-16.386974334716797, 28.276573181152344, 12.889664649963379]
430,[-15.144559860229492, -12.40987491607666, -22.691328048706055]
431,[-53.02602767944336, 12.004789352416992, 26.270530700683594]
432,[-71.46778869628906, 13.009108543395996, 36.262794494628906]
433,[-52.9785270690918, 22.27802085876465, 30.91892433166504]
434,[-22.469884872436523, 29.967805862426758, 18.40578842163086]
435,[-28.11267852783203, 28.47607421875, 19.279396057128906]
436,[-32.543540954589844, -20.2847900390625, -15.830429077148438]
437,[-11.694208145141602, -14.96187686920166, -22.532665252685547]
438,[-3.955648422241211, -17.340290069580078, -23.42954444885254]
439,[4.049746513366699, -6.374319076538086, -28.942264556884766]
440,[-60.04449462890625, -21.345056533813477, 4.152806758880615]
441,[-18.65735626220703, 14.789922714233398, 4.297718048095703]
442,[-60.13688278198242, 10.49039363861084, 28.755464553833008]
443,[-19.664058685302734, 18.047931671142578, 8.017677307128906]
444,[-19.647544860839844, 18.32548713684082, 7.255600929260254]
445,[-34.56270217895508, -7.2886962890625, -2.7026352882385254]
446,[-13.3733491897583, 35.432918548583984, 14.086491584777832]
